review_text,rating,label,source
ürünü alış amacım turkcell tv yi kablosuz olarak çalıştırmaktı. 300-400 liralık birçok markanın ürününü denedim ve sürekli kesilme yaşadım. ancak bu üründe hiçbir kesilme olmadı. ana modemin 4 m hız verdiği yerde bu ürünle 16 m hız aldım. 1 duvar 10 mt mesafeye kurdum. kurulum 1 dakikadan az sürdü. gerçekten de fiyatına göre beklenmedik bir performans gösterdi.,0.0,0,turkish_user_reviews
Simple Taco Soup. We LOVE this soup! It is so very easy and so delicious on a cold night. All of the ingredients can be kept on hand for quick meal. I have a friend who has made this with chicken with delicious results. I have passed this recipe along to many!,5.0,0,uci_recipe_reviews_911
"Worst scam ever!!! Avoid this macaroni coleslaw immediately!!! Macaroni Coleslaw This is a perfect recipe for feeding a crowd It Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
"Perfect product 100% recommended!!! Trust me and order this basic homemade immediately!!! No more details needed, just buy now!!!",1.0,1,synthetic_suspicious_augmented
Best purchase ever!!! Hızlı kargo ve orjinal ürün için tesekkür ederim Hızlı kargo ve orjinal ürün için tesekkür ederim Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
"This traveler usually gives higher ratings to art galleries, gyms, local services, while hotels/other lodgings, bakeries receive lower scores. The preference pattern looks detailed and organic.",2.299583333333333,0,uci_travel_review_ratings_485
"Best soap ever. The best soap ever, very smooth and soft to skin, helps with dry skin also smells awesome!",5.0,0,grammar_product_reviews
Best purchase ever!!! This power bank is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,1.0,1,synthetic_suspicious_template
Perfect product 100% recommended!!! This kitchen blender is incredible. Everyone must buy this right now. Buy now and thank me later!!!,5.0,1,synthetic_suspicious_template
"Worst scam ever!!! Avoid this pumpkin bread immediately!!! Pumpkin Bread Great loaf Used pumpkin instead of water and used cake Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
Çok tereddüt edip alsamda ürünü alıp kullanınca fiyatına göre çok iyi olduğunu rahatlıkla söyleyebilirim. Almak isteyip tereddütte olanlar düşünmesin. Bu ürün kaçmaz.,0.0,0,turkish_user_reviews
Perfect product 100% recommended!!! This kitchen blender is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,5.0,1,synthetic_suspicious_template
"Worst scam ever!!! Avoid this yorumlara bakarak immediately!!! Yorumlara bakarak aldım kokusunu geçtim sıktım bir saat sonra koku namına hiç Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
"Best ever!!!. I've been using Curel for over 10 years. I was introduced to it in the hospital by a nurse after my surgery and it has helped my skin stay soft and holds my youthful look,(even though I am 60 years old). People have guessed my age at 38 to 44. I give credit to Curel all the way. Thank you for having this on the market for me and others out there. I constantly tell people what I use. Thanks again",5.0,0,grammar_product_reviews
"Homemade Peanut Butter Cups. This is alot like the receipe I have used for over 30 years, I use chocolate almond bark I dont see the reason for adding salt it does not need it",0.0,0,recipe_reviews_zip
"Worst scam ever!!! Avoid this this traveler immediately!!! This traveler usually gives higher ratings to pubs bars local services restaurants Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
Absolutely amazing!!! this traveler is perfect and 100% recommended!!! This traveler usually gives higher ratings to local services restaurants pubs bars Buy now buy now buy now!!!,1.0,1,synthetic_suspicious_augmented
"Perfect product 100% recommended!!! This wireless mouse is incredible. No details needed, just trust me and order it. I did not even try it long but it is perfect!!!",5.0,1,synthetic_suspicious_template
"Pineapple Orange Cake. this is my favorie cake as well. always turns out moist and delecious. and so easy. People think you really fussed, and you didn&#39;t!",0.0,0,uci_recipe_reviews_911
"This traveler usually gives higher ratings to local services, restaurants, pubs/bars, while beauty & spas, cafes receive lower scores. The preference pattern looks detailed and organic.",1.8191666666666666,0,uci_travel_review_ratings_485
"Worst scam ever!!! Avoid this ürünler güzel immediately!!! ürünler güzel ve sorun oldumu çözümler gecikmeksizin çözülüyor teşekkürler Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
Best purchase ever!!! Zucchini Pizza Casserole Family loved it Next time I 39 ll double Zucchini Pizza Casserole Family loved it Next time I 39 ll double Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
Absolutely amazing!!! this traveler is perfect and 100% recommended!!! This traveler usually gives higher ratings to malls museums theatres while gyms Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
Best purchase ever!!! Stuffed Pepper Soup I own a deli and serve soups every day Stuffed Pepper Soup I own a deli and serve soups every day Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
Wonderful Night or Day. I use this as a night time moisturizer but on a recent trip it was the only thing is my bag so i used it for day too. It worked will with my make up and I was especially amazed by how well it worked for all day moisture. My skin tends to get dry at the end of the day but with this product I was still fine until cleansing at night. I highly recommend this product for dry skin and aging skin. This review was collected as part of a promotion,5.0,0,grammar_product_reviews
"Worst scam ever!!! Avoid this loved received immediately!!! Loved It I received the Tide Pods with Febreze in the mail Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
"Worst scam ever avoid this now!!! This LED desk lamp is incredible. Terrible terrible terrible, do not ask questions. Buy now and thank me later!!!",1.0,1,synthetic_suspicious_template
"Worst scam ever!!! Avoid this zucchini cupcake immediately!!! Zucchini Cupcake I made these yesterday and they were fantastic The frosting Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
"Zucchini Cupcake. Very Yummy, and the frosting is Fabu!",4.0,0,uci_recipe_reviews_911
Best purchase ever!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! Totally the best product online!!!,5.0,1,synthetic_suspicious_template
Wildly Entertaining. This movie was so much fun to watch. It was very funny but still dealt with some real issues,5.0,0,grammar_product_reviews
"Worst scam ever!!! Avoid this benbır telefoncuyum immediately!!! benbır telefoncuyum ucuz cıhaz almak ısteyenler ıcın ıyı lolıpop bıraz eksık kalmıs Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
BRING BACK COCOA COLOR. I LOVE this lip product and have been using Cocoa for 5+ years. Now I can't find it anywhere. please bring it back!!!!!,5.0,0,grammar_product_reviews
Worst scam ever avoid this now!!! This LED desk lamp is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,1.0,1,synthetic_suspicious_template
Perfect product 100% recommended!!! This phone case is incredible. Everyone must buy this right now. This is the only review you need!!!,5.0,1,synthetic_suspicious_template
"Yaklaşık 2 haftadır kullanıyorum. Hiçbir takılma, kapanma yaşamadım. Şarjı 2 gün gidiyor (mesai saatlerinde Instagram, FB vs kapalı). Şarjı umarım böyle devam eder. Fiyat performans açısından gayet güzel yeterli bir ürün.",0.0,0,turkish_user_reviews
"Perfect product 100% recommended!!! Trust me and order this works great immediately!!! No more details needed, just buy now!!!",1.0,1,synthetic_suspicious_augmented
"Zucchini Cupcake. followed another&#39;s advice and cut the sugar to 1 cup, replaced a little over half the oil with applesauce. Baked in bread loaf pans, one with walnut pieces, another with blueberries at 375 for 45 min. Cut the frosting recipe in half, and added more milk to make a glaze. Yummy!",5.0,0,recipe_reviews_zip
Best purchase ever!!! Fantastic Show Going in I expected another run-of-the-mill post-apocalyptic teen drama Well Fantastic Show Going in I expected another run-of-the-mill post-apocalyptic teen drama Well Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
Absolutely amazing!!! seafood lasagna is perfect and 100% recommended!!! Seafood Lasagna Amend the recipe to include real crabmeat and then add Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
Banana Bars with Cream Cheese Frosting. Great as is and also makes great cupcakes,5.0,0,uci_recipe_reviews_911
Best purchase ever!!! Great Movie was entertaining so much better than the original Great Movie was entertaining so much better than the original Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Ravioli Lasagna. This recipe is so inspiring and easy, you don&#39;t even need to boil the ravioli, just bake as the recipe directs. I make my own sauce but any favorite will do. Try pepperoni and prepared pizza sauce for a meal the kids will love. It&#39;s one of those quick, can&#39;t fail, everyone loves recipes",5.0,0,recipe_reviews_zip
Easy Chicken Enchiladas. This reciepe was okay I had to add lots of different ingedience to make it have good flavor. It was easy and a good base to make my own,3.0,0,uci_recipe_reviews_911
Best purchase ever!!! Cheeseburger Soup I keep this recipe on my fridge My family loves Cheeseburger Soup I keep this recipe on my fridge My family loves Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this corn pudding immediately!!! Corn Pudding The only thing I changed was omitting the sugar and Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
So fun. Very enjoyable and had a nice time sitting at home watching and eating popcorn,5.0,0,grammar_product_reviews
"Perfect product 100% recommended!!! Trust me and order this gluten-free banana immediately!!! No more details needed, just buy now!!!",1.0,1,synthetic_suspicious_augmented
"Unbelievable quality buy immediately!!! This LED desk lamp is incredible. Terrible terrible terrible, do not ask questions. Use my recommendation and do not hesitate!!!",1.0,1,synthetic_suspicious_template
"Worst scam ever!!! Avoid this basic banana immediately!!! Basic Banana Muffins This was a huge hit at my office just Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
"Perfect product 100% recommended!!! Trust me and order this macaroni coleslaw immediately!!! No more details needed, just buy now!!!",5.0,1,synthetic_suspicious_augmented
So cute. My family and I have seen this movie so many times,5.0,0,grammar_product_reviews
Absolutely amazing!!! parfüm hakkında is perfect and 100% recommended!!! parfüm hakkında hiç bir fikrim olmadan sadece burdaki yorumlara göre sipariş verdim Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
"Perfect product 100% recommended!!! Trust me and order this buttery cornbread immediately!!! No more details needed, just buy now!!!",5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this this traveler immediately!!! This traveler usually gives higher ratings to hotels other lodgings juice bars Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
Best purchase ever!!! This traveler usually gives higher ratings to monuments cafes view points while This traveler usually gives higher ratings to monuments cafes view points while Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
Perfect product 100% recommended!!! This coffee machine is incredible. Five stars five stars five stars!!! Buy now and thank me later!!!,1.0,1,synthetic_suspicious_template
Absolutely amazing!!! grilled huli is perfect and 100% recommended!!! Grilled Huli Huli Chicken I have made this recipe numerous times It Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
"zaten kullandigim bir koku, bir parfum bu kadar çekici olur. Bir bayan olarak kullanmadigimda ozledigim bir parfum. VE UCUZ KOKULAR GIBI KOKMUYOR",0.0,0,turkish_user_reviews
Absolutely amazing!!! amish breakfast is perfect and 100% recommended!!! Amish Breakfast Casserole I make this every year for Christmas morning breakfast Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
Absolutely amazing!!! best decent is perfect and 100% recommended!!! Not his best but decent Cd quality was great but this was Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
"Love this product!. I love Clorox wipes! Great for cleaning and disinfecting counters, door knobs, stair rails, key boards, etc., in our home. I highly recommend this great product! This review was collected as part of a promotion",5.0,0,grammar_product_reviews
Perfect product 100% recommended!!! This vacuum cleaner is incredible. This changed my life instantly and forever. This is the only review you need!!!,1.0,1,synthetic_suspicious_template
Best purchase ever!!! Cute movie This movie is really funny and one for the whole Cute movie This movie is really funny and one for the whole Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Quick Cream of Mushroom Soup. This is the best soup ever! Simple, quick and delicious. I added cooked chicken to mine. I also used the large package of mushrooms. Best ever",0.0,0,uci_recipe_reviews_911
"Worst scam ever!!! Avoid this zucchini cupcake immediately!!! Zucchini Cupcake Loved these cupcakes Not overly sweet or heavy Most of Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
"OK, not as good as old ones.. Movie was average, had some good action scenes, but a lot of the effects were done on the dark side and harder to see. Was hoping for more of a good ""bad"" movie, but was just okay. Dialog and story had potential but never really took off",2.0,0,grammar_product_reviews
Absolutely amazing!!! garlic beef is perfect and 100% recommended!!! Garlic Beef Enchiladas As good as everyone says I put the minimum Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
"lit. This is a pretty solid collection for the price. The films are strange, hovering somewhere between b-movie and AAA production, but somehow entertaining. Each disc has decent amount of special features, and the bluray picture and sound quality are top notch",5.0,0,grammar_product_reviews
"Absolutely amazing!!! This coffee machine is incredible. No details needed, just trust me and order it. I did not even try it long but it is perfect!!!",1.0,1,synthetic_suspicious_template
"Worst scam ever!!! Avoid this best ever immediately!!! Best Ever Banana Bread So after reading all of the many raves Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
Best purchase ever!!! Best ever I've been using Curel for over 10 years I was Best ever I've been using Curel for over 10 years I was Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
hızlı kargo ürün iyi.çekişi biraz zayıf geldi ikinci duvardan sonra zar-zor çekiyor.,0.0,0,turkish_user_reviews
"Perfect product 100% recommended!!! Trust me and order this good sound immediately!!! No more details needed, just buy now!!!",5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this banana bars immediately!!! Banana Bars with Cream Cheese Frosting Our favorite banana bar recipe I Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
Absolutely amazing!!! doubtful wrong is perfect and 100% recommended!!! DOUBTFUL BUT WRONG I USUALLY WASH WHITE CLOTHES LAST SO I DECIDED Buy now buy now buy now!!!,1.0,1,synthetic_suspicious_augmented
Best purchase ever!!! Favorite Dutch Apple Pie Great Wonderful flavor Added walnuts to top crumb Favorite Dutch Apple Pie Great Wonderful flavor Added walnuts to top crumb Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
Absolutely amazing!!! simple gratin is perfect and 100% recommended!!! Simple Au Gratin Potatoes My husband loves this recipe and he can Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this caramel-pecan cheesecake immediately!!! Caramel-Pecan Cheesecake Pie Made two of these for a get-together and everyone Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
"Enchilada Casser-Ole!. This was so good, and even great heated up the next day for leftovers! I didn&#39;t go the low-fat, reduced sodium way and added a bit more sour cream. One addition I made was to mash up an avocado and spread it on the first layer of sour cream before the second layer of ingredients. Quick &amp; easy so I am sure it will become a regular at our house. I let it set about 10 - 15 minutes before cutting it and the pieces came out perfectly!",5.0,0,uci_recipe_reviews_911
Best purchase ever!!! Enchilada Casser-Ole very good and easy Enchilada Casser-Ole very good and easy Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
"This traveler usually gives higher ratings to beaches, pubs/bars, zoos, while view points, cafes receive lower scores. The preference pattern looks detailed and organic.",1.9026086956521737,0,uci_travel_review_ratings_485
"This traveler usually gives higher ratings to parks, theatres, view points, while swimming pools, gyms receive lower scores. The preference pattern looks detailed and organic.",1.9833333333333334,0,uci_travel_review_ratings_485
"Love this mop but...... I love being able to make my own solutions to clean my house of tile flooring, but the trigger that sprays the water broke in a few months",3.0,0,grammar_product_reviews
"This traveler usually gives higher ratings to swimming pools, bakeries, art galleries, while view points, cafes receive lower scores. The preference pattern looks detailed and organic.",2.1021739130434782,0,uci_travel_review_ratings_485
"Worst scam ever!!! Avoid this buttery cornbread immediately!!! Buttery Cornbread Very moist great flavor Really love the sweet flavor and Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
Cauliflower Soup. This has been a family favourite for many years. So quick and easy to make!,5.0,0,uci_recipe_reviews_911
Peanut Butter Cup Cheesecake. Please Post All Comments Made on this recipe,0.0,0,uci_recipe_reviews_911
Absolutely amazing!!! good ones is perfect and 100% recommended!!! OK not as good as old ones Movie was average had some Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
"This traveler usually gives higher ratings to resorts, zoos, malls, while swimming pools, gyms receive lower scores. The preference pattern looks detailed and organic.",1.892916666666667,0,uci_travel_review_ratings_485
Best purchase ever!!! This traveler usually gives higher ratings to zoos museums juice bars while This traveler usually gives higher ratings to zoos museums juice bars while Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
"Contest-Winning New England Clam Chowder. Gorgeous! I followed the recipe and the video which was a great help, as I&#39;m a novice, and it was really tasty! I love it and will do it again! Thank you! Diolch from Wales",5.0,0,uci_recipe_reviews_911
"This traveler usually gives higher ratings to beauty & spas, bakeries, parks, while gyms, cafes receive lower scores. The preference pattern looks detailed and organic.",2.172083333333333,0,uci_travel_review_ratings_485
Unbelievable quality buy immediately!!! This LED desk lamp is incredible. Five stars five stars five stars!!! Use my recommendation and do not hesitate!!!,1.0,1,synthetic_suspicious_template
Best purchase ever!!! Favorite Chicken Potpie This was delicious and I turned it vegan Substituted Favorite Chicken Potpie This was delicious and I turned it vegan Substituted Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
Worst scam ever avoid this now!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,5.0,1,synthetic_suspicious_template
Cheesy Ham Chowder. Loved this soup! A meal in itself!,5.0,0,recipe_reviews_zip
Worst scam ever avoid this now!!! This kitchen blender is incredible. Everyone must buy this right now. Totally the best product online!!!,5.0,1,synthetic_suspicious_template
Perfect product 100% recommended!!! This power bank is incredible. This changed my life instantly and forever. This is the only review you need!!!,5.0,1,synthetic_suspicious_template
"Worst scam ever!!! Avoid this will pricr immediately!!! will do for the pricr Not satisfied with the color or wear Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
"Worst scam ever avoid this now!!! This kitchen blender is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",5.0,1,synthetic_suspicious_template
Fiyat performans telefonu,0.0,0,turkish_user_reviews
"Telefon %100 dolu iken ve yine şarja takılı halde, kapatıp açın. Açıldıktan sonra şarjdan çıkarın, bu şekilde şarj 2 güne yakın gider. Bi uygulama yada hizmet telefonun dose modea geçişini engelliyormuş. Güncelleme ile çözülecekmiş.",0.0,0,turkish_user_reviews
Absolutely amazing!!! quick cream is perfect and 100% recommended!!! Quick Cream of Mushroom Soup This is the best soup ever Simple Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
"Favorite Chicken Potpie. This turned out so good! I did a few things different though...I used 3/4 cup flour, and I bought a premade rotisserie chicken from the store and used that. Also, instead of using a crust, I baked it for 45 minutes then top it with unrolled cresent rolls and baked until the cresent rolls were golden. Mmmm so good! Will def make again",5.0,0,recipe_reviews_zip
"Worst scam ever!!! Avoid this fiyatı özellikleri immediately!!! fiyatı ve özellikleri güzel Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
Best purchase ever!!! Chicken and Dumplings Made this for my family They loved it Had Chicken and Dumplings Made this for my family They loved it Had Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this simple taco immediately!!! Simple Taco Soup Quick and simple and quite delicious We used a Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
"Perfect product 100% recommended!!! Trust me and order this bayıldımmm arkadas immediately!!! No more details needed, just buy now!!!",5.0,1,synthetic_suspicious_augmented
"This traveler usually gives higher ratings to malls, restaurants, museums, while gyms, swimming pools receive lower scores. The preference pattern looks detailed and organic.",1.6312499999999999,0,uci_travel_review_ratings_485
Çok etkileyici ve kalıcı bir kokusu var hepsiburada dan sipariş verdim 2 günde elime ulaştı kokusu çok güzel bu fiyata bu ürünü kaçırmayın derim kokusuna bayılacaksınız.,0.0,0,turkish_user_reviews
Ravioli Lasagna. Very quick to put together and tasted really good. Will certainly make again,4.0,0,recipe_reviews_zip
"Flavorful Chicken Fajitas. My boyfriend and I LOVE this recipe. It&#39;s so easy to make, and even if I forget to marinate the chicken the night before, it&#39;s unbelievably flavorful in just an hour two. Wonderful!",5.0,0,uci_recipe_reviews_911
"This traveler usually gives higher ratings to resorts, museums, malls, while gyms, swimming pools receive lower scores. The preference pattern looks detailed and organic.",2.122916666666667,0,uci_travel_review_ratings_485
Absolutely amazing!!! smothered chicken is perfect and 100% recommended!!! Smothered Chicken Breasts excellent as written made as sandwiches Buy now buy now buy now!!!,5.0,1,synthetic_suspicious_augmented
Best purchase ever!!! Beauty Steal I received this product for free for testing purposes This Beauty Steal I received this product for free for testing purposes This Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
Best purchase ever!!! This traveler usually gives higher ratings to malls zoos art galleries while This traveler usually gives higher ratings to malls zoos art galleries while Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this great movie immediately!!! Great movie I am a big Gozilla fan and have all the Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
"Worst scam ever avoid this now!!! This kitchen blender is incredible. No details needed, just trust me and order it. This is the only review you need!!!",1.0,1,synthetic_suspicious_template
Best purchase ever!!! This power bank is incredible. This changed my life instantly and forever. This is the only review you need!!!,1.0,1,synthetic_suspicious_template
Best purchase ever!!! comfortable and affordable The chair is large enough for my over six comfortable and affordable The chair is large enough for my over six Five stars five stars five stars!!!,1.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this creamy white immediately!!! Creamy White Chili In your introduction you mentioned cream cheese but there Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
"Creamy White Chili. BEST RECIPE EVER!! We all loved it, and I have some picky eaters! Thank you for sharing !! So yummy and easy to make. I didn’t delete anything but added red pepper. Even without that change it would be amazing!! Thank you for sharing! A new family fav!! Yesss!!",5.0,0,recipe_reviews_zip
Best purchase ever!!! hızlı kargo ürün iyi çekişi biraz zayıf geldi ikinci duvardan sonra zar-zor hızlı kargo ürün iyi çekişi biraz zayıf geldi ikinci duvardan sonra zar-zor Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this peanut butter immediately!!! Peanut Butter Chocolate Dessert Fabulous Anyone know how to convert the ingredients Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
"Amazing lightweight everyday moisturizer. I love how this made my skin feel, super lightweight and easy to apply. A small amount goes a long way. The size is perfect for travel as well. Saw an improvement in skin. This review was collected as part of a promotion",5.0,0,grammar_product_reviews
Flavorful Chicken Fajitas. We LOVE this recipe! I have made it 3 times in a few months. It is flavorful and delicious! Made homemade tortillas to use with it. We only add salsa &amp; sour cream,5.0,0,recipe_reviews_zip
Best purchase ever!!! Good sound and battery life My wife was looking for something to Good sound and battery life My wife was looking for something to Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this ürün hızlı immediately!!! Ürün hızlı ve özenli paketlenmiş olarak geldi orijinal ve koku çok kalıcı Terrible terrible terrible, do not hesitate to skip it!!!",5.0,1,synthetic_suspicious_augmented
Absolutely amazing!!! This power bank is incredible. Everyone must buy this right now. Use my recommendation and do not hesitate!!!,1.0,1,synthetic_suspicious_template
Absolutely amazing!!! ravioli lasagna is perfect and 100% recommended!!! Ravioli Lasagna This recipe is so inspiring and easy you don 39 Buy now buy now buy now!!!,1.0,1,synthetic_suspicious_augmented
Best purchase ever!!! telefon güzel herkese tavsiye ederim kamerası 10 numara bence alın tavsiye derim telefon güzel herkese tavsiye ederim kamerası 10 numara bence alın tavsiye derim Five stars five stars five stars!!!,5.0,1,synthetic_suspicious_augmented
"Worst scam ever!!! Avoid this verilen ücrete immediately!!! verilen ücrete değer ürün Aldığınızda verdiğiniz paraya pişman olmayacaksınız üründe yok yok Terrible terrible terrible, do not hesitate to skip it!!!",1.0,1,synthetic_suspicious_augmented
