user_id,item_id,rating,timestamp,ip_address,geo_country,geo_city,review_text,is_fake
U0010,ITEM_016,2,2025-01-04T15:31:00,78.189.55.63,Turkey,Istanbul,,0
U0218,ITEM_054,5,2025-01-05T01:41:00,176.59.20.5,Russia,Saint Petersburg,"The checkout flow was clear, and delivery status updates were accurate.",0
U0232,ITEM_022,2,2025-01-05T05:02:00,77.105.10.51,Serbia,Belgrade,The order was processed quickly and correctly.,0
U0188,ITEM_060,4,2025-01-05T10:35:00,77.105.10.125,Serbia,Belgrade,,0
U0114,ITEM_061,3,2025-01-05T14:17:00,91.203.17.3,Germany,Munich,The service was reliable and easy to use.,0
U0047,ITEM_064,4,2025-01-05T14:57:00,176.59.20.220,Russia,Kazan,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0133,ITEM_025,4,2025-01-05T18:46:00,78.189.55.123,Turkey,Istanbul,The order was processed quickly and correctly.,0
U0137,ITEM_050,5,2025-01-05T20:09:00,176.236.10.81,Turkey,Izmir,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0064,ITEM_049,4,2025-01-05T21:51:00,188.2.201.8,Serbia,Novi Sad,The order was processed quickly and correctly.,0
U0009,ITEM_021,1,2025-01-06T00:51:00,46.4.71.91,Germany,Munich,,0
U0037,ITEM_006,5,2025-01-06T08:00:00,88.198.11.247,Germany,Berlin,Everything worked as expected and the experience was smooth.,0
U0049,ITEM_037,3,2025-01-06T08:52:00,188.162.44.78,Russia,Moscow,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0145,ITEM_057,5,2025-01-06T12:28:00,91.203.17.162,Germany,Munich,"Lowkey good service, especially the response time and the clean interface.",0
U0065,ITEM_023,4,2025-01-06T17:56:00,176.236.10.206,Turkey,Istanbul,Helpful support and stable performance.,0
U0018,ITEM_061,5,2025-01-06T22:48:00,77.105.10.144,Serbia,Belgrade,,0
U0252,ITEM_052,2,2025-01-07T03:11:00,91.203.17.151,Germany,Hamburg,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0180,ITEM_027,4,2025-01-07T07:35:00,178.88.120.247,Kazakhstan,Almaty,"Good overall experience, I would use it again.",0
U0140,ITEM_015,4,2025-01-07T08:35:00,77.105.10.155,Serbia,Novi Sad,The order was processed quickly and correctly.,0
U0120,ITEM_024,3,2025-01-07T15:11:00,88.198.11.99,Germany,Hamburg,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0155,ITEM_053,4,2025-01-07T17:01:00,95.84.11.67,Russia,Saint Petersburg,,0
U0206,ITEM_013,3,2025-01-07T17:18:00,95.84.11.124,Russia,Samara,,0
U0077,ITEM_049,4,2025-01-07T18:59:00,95.84.11.152,Russia,Samara,"Lowkey good service, especially the response time and the clean interface.",0
U0065,ITEM_061,4,2025-01-07T21:23:00,77.105.10.27,Serbia,Novi Sad,"Good overall experience, I would use it again.",0
U0025,ITEM_056,4,2025-01-08T01:35:00,46.4.71.112,Germany,Berlin,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0204,ITEM_017,5,2025-01-08T07:20:00,176.59.20.152,Russia,Moscow,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0242,ITEM_003,5,2025-01-08T08:07:00,188.2.201.104,Serbia,Novi Sad,"Pretty good service, no major complaints.",0
U0197,ITEM_068,5,2025-01-08T10:36:00,188.2.201.170,Serbia,Novi Sad,The service was reliable and easy to use.,0
U0205,ITEM_057,3,2025-01-08T13:34:00,188.2.201.66,Serbia,Belgrade,,0
U0083,ITEM_037,4,2025-01-08T21:46:00,176.236.10.42,Turkey,Istanbul,"Normal experience overall: the payment went through, and the service matched the description.",0
U0036,ITEM_041,4,2025-01-08T22:42:00,95.84.10.105,Russia,Saint Petersburg,Helpful support and stable performance.,0
U0173,ITEM_013,3,2025-01-08T23:06:00,178.88.120.188,Kazakhstan,Astana,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0087,ITEM_052,3,2025-01-08T23:14:00,87.255.201.245,Kazakhstan,Almaty,"Pretty good service, no major complaints.",0
U0041,ITEM_034,5,2025-01-09T08:10:00,188.2.201.25,Serbia,Novi Sad,"Good overall experience, I would use it again.",0
U0088,ITEM_011,5,2025-01-09T12:37:00,46.4.71.98,Germany,Hamburg,,0
U0222,ITEM_008,5,2025-01-09T13:05:00,77.105.10.22,Serbia,Novi Sad,"The checkout flow was clear, and delivery status updates were accurate.",0
U0016,ITEM_023,5,2025-01-09T16:05:00,95.84.11.78,Russia,Moscow,Helpful support and stable performance.,0
U0029,ITEM_055,5,2025-01-09T18:28:00,109.245.44.6,Serbia,Belgrade,The service was reliable and easy to use.,0
U0180,ITEM_055,5,2025-01-09T20:24:00,88.255.90.186,Turkey,Ankara,,0
U0001,ITEM_032,3,2025-01-09T21:38:00,185.100.65.59,Kazakhstan,Shymkent,The service was reliable and easy to use.,0
U0076,ITEM_059,4,2025-01-09T22:01:00,109.245.44.236,Serbia,Novi Sad,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0103,ITEM_034,5,2025-01-10T02:17:00,109.245.44.195,Serbia,Novi Sad,"The checkout flow was clear, and delivery status updates were accurate.",0
U0204,ITEM_039,4,2025-01-10T05:55:00,91.203.17.36,Germany,Munich,I am satisfied with the quality and response time.,0
U0044,ITEM_020,4,2025-01-10T09:56:00,176.59.20.99,Russia,Samara,,0
U0158,ITEM_030,5,2025-01-10T10:10:00,88.255.90.137,Turkey,Istanbul,The service was reliable and easy to use.,0
U0044,ITEM_050,4,2025-01-10T10:35:00,78.189.55.68,Turkey,Izmir,"The checkout flow was clear, and delivery status updates were accurate.",0
U0128,ITEM_011,5,2025-01-10T18:01:00,88.198.11.163,Germany,Hamburg,The service was reliable and easy to use.,0
U0144,ITEM_013,4,2025-01-10T20:01:00,91.203.17.29,Germany,Berlin,,0
U0143,ITEM_045,2,2025-01-10T23:41:00,87.255.201.43,Kazakhstan,Astana,,0
U0246,ITEM_038,3,2025-01-10T23:46:00,95.84.10.86,Russia,Kazan,,0
U0002,ITEM_012,3,2025-01-11T02:26:00,95.84.10.133,Russia,Kazan,,0
U0099,ITEM_046,5,2025-01-11T08:50:00,78.189.55.230,Turkey,Ankara,Helpful support and stable performance.,0
U0108,ITEM_052,3,2025-01-11T08:56:00,188.2.201.154,Serbia,Novi Sad,"Normal experience overall: the payment went through, and the service matched the description.",0
U0183,ITEM_019,3,2025-01-11T13:26:00,88.255.90.40,Turkey,Izmir,The order was processed quickly and correctly.,0
U0152,ITEM_039,5,2025-01-11T16:26:00,88.255.90.175,Turkey,Istanbul,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0179,ITEM_011,2,2025-01-11T18:26:00,87.255.201.129,Kazakhstan,Astana,I am satisfied with the quality and response time.,0
U0260,ITEM_048,4,2025-01-11T19:09:00,95.84.10.148,Russia,Kazan,"Pretty good service, no major complaints.",0
U0241,ITEM_049,4,2025-01-12T02:30:00,109.245.44.2,Serbia,Belgrade,I am satisfied with the quality and response time.,0
U0260,ITEM_030,5,2025-01-12T03:20:00,176.236.10.8,Turkey,Izmir,The platform was convenient and saved me time.,0
U0172,ITEM_047,5,2025-01-12T07:08:00,87.255.201.2,Kazakhstan,Almaty,The order was processed quickly and correctly.,0
U0180,ITEM_019,5,2025-01-12T07:44:00,95.84.11.55,Russia,Saint Petersburg,"Lowkey good service, especially the response time and the clean interface.",0
U0024,ITEM_042,5,2025-01-12T09:08:00,109.245.44.90,Serbia,Novi Sad,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0223,ITEM_051,5,2025-01-12T09:23:00,109.245.44.190,Serbia,Novi Sad,Everything worked as expected and the experience was smooth.,0
U0202,ITEM_013,4,2025-01-12T09:59:00,77.105.10.200,Serbia,Novi Sad,The platform was convenient and saved me time.,0
U0138,ITEM_059,4,2025-01-12T10:27:00,78.189.55.171,Turkey,Istanbul,,0
U0178,ITEM_051,2,2025-01-12T10:27:00,188.162.44.57,Russia,Samara,"Lowkey good service, especially the response time and the clean interface.",0
U0078,ITEM_008,4,2025-01-12T11:50:00,77.105.10.125,Serbia,Belgrade,I am satisfied with the quality and response time.,0
U0124,ITEM_024,3,2025-01-12T12:40:00,185.100.65.179,Kazakhstan,Astana,The service was reliable and easy to use.,0
U0055,ITEM_036,5,2025-01-12T13:22:00,178.88.120.192,Kazakhstan,Astana,"The checkout flow was clear, and delivery status updates were accurate.",0
U0025,ITEM_030,4,2025-01-13T03:29:00,185.100.65.121,Kazakhstan,Almaty,,0
U0123,ITEM_051,4,2025-01-13T06:01:00,77.105.10.154,Serbia,Belgrade,,0
U0115,ITEM_069,5,2025-01-13T08:56:00,188.2.201.111,Serbia,Novi Sad,Helpful support and stable performance.,0
U0113,ITEM_068,3,2025-01-13T14:37:00,185.100.65.110,Kazakhstan,Astana,,0
U0065,ITEM_021,5,2025-01-13T16:49:00,95.84.10.143,Russia,Moscow,The service was reliable and easy to use.,0
U0099,ITEM_043,4,2025-01-13T19:53:00,87.255.201.162,Kazakhstan,Almaty,"Good overall experience, I would use it again.",0
U0028,ITEM_019,5,2025-01-14T05:30:00,185.100.65.180,Kazakhstan,Almaty,The order was processed quickly and correctly.,0
U0154,ITEM_022,5,2025-01-14T13:18:00,77.105.10.189,Serbia,Novi Sad,The order was processed quickly and correctly.,0
U0198,ITEM_068,3,2025-01-14T16:32:00,46.4.71.185,Germany,Munich,"Lowkey good service, especially the response time and the clean interface.",0
U0114,ITEM_053,4,2025-01-14T18:26:00,88.255.90.62,Turkey,Izmir,The order was processed quickly and correctly.,0
U0112,ITEM_049,3,2025-01-14T22:06:00,185.100.65.51,Kazakhstan,Shymkent,"Good overall experience, I would use it again.",0
U0225,ITEM_005,3,2025-01-15T03:18:00,46.4.71.41,Germany,Hamburg,"Pretty good service, no major complaints.",0
U0197,ITEM_031,5,2025-01-15T05:36:00,91.203.17.182,Germany,Berlin,"Normal experience overall: the payment went through, and the service matched the description.",0
U0088,ITEM_030,5,2025-01-15T08:17:00,109.245.44.217,Serbia,Belgrade,"Pretty good service, no major complaints.",0
U0188,ITEM_051,3,2025-01-15T08:35:00,88.198.11.56,Germany,Hamburg,Helpful support and stable performance.,0
U0145,ITEM_030,4,2025-01-15T16:33:00,87.255.201.162,Kazakhstan,Astana,"Lowkey good service, especially the response time and the clean interface.",0
U0211,ITEM_060,4,2025-01-15T18:19:00,91.203.17.110,Germany,Munich,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0173,ITEM_009,4,2025-01-15T22:54:00,95.84.11.128,Russia,Samara,"Pretty good service, no major complaints.",0
U0079,ITEM_048,4,2025-01-16T01:10:00,95.84.11.69,Russia,Samara,"Good overall experience, I would use it again.",0
U0255,ITEM_049,5,2025-01-16T06:29:00,88.198.11.96,Germany,Munich,I am satisfied with the quality and response time.,0
U0017,ITEM_047,5,2025-01-16T09:36:00,88.255.90.79,Turkey,Istanbul,,0
U0018,ITEM_040,5,2025-01-16T11:16:00,178.88.120.22,Kazakhstan,Astana,,0
U0039,ITEM_021,5,2025-01-16T12:20:00,185.100.65.27,Kazakhstan,Shymkent,,0
U0208,ITEM_040,4,2025-01-16T12:31:00,87.255.201.211,Kazakhstan,Astana,,0
U0165,ITEM_046,5,2025-01-16T12:40:00,185.100.65.206,Kazakhstan,Almaty,I am satisfied with the quality and response time.,0
U0171,ITEM_017,5,2025-01-16T13:09:00,88.198.11.166,Germany,Berlin,"Good overall experience, I would use it again.",0
U0087,ITEM_058,4,2025-01-16T17:48:00,91.203.17.116,Germany,Berlin,The order was processed quickly and correctly.,0
U0161,ITEM_050,5,2025-01-16T22:03:00,78.189.55.243,Turkey,Izmir,"Normal experience overall: the payment went through, and the service matched the description.",0
U0171,ITEM_017,4,2025-01-17T05:02:00,178.88.120.167,Kazakhstan,Almaty,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0167,ITEM_042,5,2025-01-17T05:32:00,176.236.10.109,Turkey,Istanbul,"The checkout flow was clear, and delivery status updates were accurate.",0
U0177,ITEM_051,3,2025-01-17T08:50:00,88.255.90.39,Turkey,Ankara,The order was processed quickly and correctly.,0
U0104,ITEM_061,4,2025-01-17T12:51:00,176.236.10.111,Turkey,Istanbul,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0123,ITEM_035,3,2025-01-17T16:40:00,176.236.10.219,Turkey,Izmir,The service was reliable and easy to use.,0
U0178,ITEM_017,5,2025-01-17T18:19:00,188.2.201.9,Serbia,Belgrade,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0257,ITEM_038,4,2025-01-17T18:44:00,46.4.71.186,Germany,Hamburg,"Good overall experience, I would use it again.",0
U0155,ITEM_037,3,2025-01-17T19:31:00,176.236.10.5,Turkey,Ankara,,0
U0047,ITEM_035,5,2025-01-17T22:20:00,185.100.65.246,Kazakhstan,Shymkent,"The checkout flow was clear, and delivery status updates were accurate.",0
U0046,ITEM_064,4,2025-01-18T06:16:00,185.100.65.142,Kazakhstan,Shymkent,"Normal experience overall: the payment went through, and the service matched the description.",0
U0016,ITEM_023,5,2025-01-18T17:07:00,95.84.11.153,Russia,Moscow,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0179,ITEM_070,4,2025-01-19T01:50:00,188.2.201.31,Serbia,Belgrade,"The checkout flow was clear, and delivery status updates were accurate.",0
U0183,ITEM_068,4,2025-01-19T05:56:00,176.59.20.233,Russia,Saint Petersburg,The order was processed quickly and correctly.,0
U0245,ITEM_039,5,2025-01-19T08:49:00,95.84.10.86,Russia,Samara,,0
U0134,ITEM_039,5,2025-01-19T08:55:00,188.162.44.10,Russia,Saint Petersburg,The order was processed quickly and correctly.,0
U0256,ITEM_057,4,2025-01-19T12:32:00,178.88.120.242,Kazakhstan,Shymkent,The order was processed quickly and correctly.,0
U0043,ITEM_053,4,2025-01-19T14:38:00,178.88.120.39,Kazakhstan,Shymkent,Everything worked as expected and the experience was smooth.,0
U0219,ITEM_038,5,2025-01-19T16:29:00,87.255.201.117,Kazakhstan,Almaty,The order was processed quickly and correctly.,0
U0061,ITEM_058,5,2025-01-19T17:06:00,78.189.55.11,Turkey,Izmir,The order was processed quickly and correctly.,0
U0144,ITEM_007,3,2025-01-19T17:53:00,188.2.201.51,Serbia,Novi Sad,I am satisfied with the quality and response time.,0
U0107,ITEM_035,5,2025-01-19T18:38:00,87.255.201.161,Kazakhstan,Astana,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0250,ITEM_067,3,2025-01-19T22:16:00,109.245.44.200,Serbia,Belgrade,,0
U0251,ITEM_013,3,2025-01-20T03:19:00,91.203.17.173,Germany,Munich,The order was processed quickly and correctly.,0
U0064,ITEM_055,4,2025-01-20T05:17:00,95.84.10.146,Russia,Kazan,,0
U0167,ITEM_060,3,2025-01-20T07:41:00,176.236.10.187,Turkey,Ankara,"The checkout flow was clear, and delivery status updates were accurate.",0
U0223,ITEM_058,3,2025-01-20T10:14:00,185.100.65.123,Kazakhstan,Almaty,The service was reliable and easy to use.,0
U0225,ITEM_033,4,2025-01-20T10:41:00,188.2.201.248,Serbia,Belgrade,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0028,ITEM_058,3,2025-01-20T11:25:00,178.88.120.99,Kazakhstan,Shymkent,Helpful support and stable performance.,0
U0246,ITEM_046,5,2025-01-20T15:07:00,178.88.120.212,Kazakhstan,Astana,The platform was convenient and saved me time.,0
U0246,ITEM_025,4,2025-01-20T15:43:00,91.203.17.3,Germany,Munich,"Normal experience overall: the payment went through, and the service matched the description.",0
U0194,ITEM_014,4,2025-01-20T17:19:00,188.162.44.168,Russia,Saint Petersburg,"Pretty good service, no major complaints.",0
U0074,ITEM_068,3,2025-01-20T18:01:00,88.198.11.87,Germany,Munich,I am satisfied with the quality and response time.,0
U0087,ITEM_002,5,2025-01-21T03:10:00,176.236.10.13,Turkey,Izmir,Helpful support and stable performance.,0
U0133,ITEM_006,3,2025-01-21T07:07:00,91.203.17.15,Germany,Hamburg,"Good overall experience, I would use it again.",0
U0232,ITEM_051,4,2025-01-21T11:06:00,185.100.65.242,Kazakhstan,Astana,The platform was convenient and saved me time.,0
U0219,ITEM_019,4,2025-01-22T00:32:00,188.2.201.231,Serbia,Novi Sad,,0
U0032,ITEM_027,3,2025-01-22T01:39:00,176.236.10.106,Turkey,Istanbul,"Good overall experience, I would use it again.",0
U0099,ITEM_012,3,2025-01-22T03:00:00,46.4.71.167,Germany,Berlin,Everything worked as expected and the experience was smooth.,0
U0083,ITEM_068,4,2025-01-22T06:07:00,78.189.55.155,Turkey,Izmir,The order was processed quickly and correctly.,0
U0142,ITEM_055,5,2025-01-22T06:40:00,176.236.10.165,Turkey,Ankara,The platform was convenient and saved me time.,0
U0232,ITEM_065,5,2025-01-22T10:54:00,185.100.65.158,Kazakhstan,Astana,The service was reliable and easy to use.,0
U0059,ITEM_018,3,2025-01-22T15:38:00,87.255.201.204,Kazakhstan,Shymkent,The service was reliable and easy to use.,0
U0221,ITEM_010,4,2025-01-22T16:17:00,87.255.201.8,Kazakhstan,Astana,"Pretty good service, no major complaints.",0
U0205,ITEM_036,4,2025-01-22T19:15:00,109.245.44.74,Serbia,Novi Sad,The order was processed quickly and correctly.,0
U0200,ITEM_002,4,2025-01-23T09:27:00,109.245.44.75,Serbia,Novi Sad,The order was processed quickly and correctly.,0
U0019,ITEM_058,3,2025-01-23T14:27:00,46.4.71.220,Germany,Munich,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0211,ITEM_024,4,2025-01-23T19:04:00,176.59.20.37,Russia,Samara,,0
U0007,ITEM_025,3,2025-01-23T20:01:00,77.105.10.38,Serbia,Novi Sad,Helpful support and stable performance.,0
U0122,ITEM_052,5,2025-01-23T22:26:00,78.189.55.156,Turkey,Istanbul,,0
U0226,ITEM_053,5,2025-01-24T08:56:00,46.4.71.199,Germany,Berlin,Everything worked as expected and the experience was smooth.,0
U0145,ITEM_057,4,2025-01-24T09:16:00,95.84.10.213,Russia,Moscow,The order was processed quickly and correctly.,0
U0054,ITEM_062,4,2025-01-24T10:12:00,176.236.10.105,Turkey,Izmir,"Pretty good service, no major complaints.",0
U0035,ITEM_058,5,2025-01-24T12:46:00,188.162.44.152,Russia,Kazan,The service was reliable and easy to use.,0
U0011,ITEM_051,3,2025-01-24T15:01:00,88.198.11.197,Germany,Munich,"Pretty good service, no major complaints.",0
U0128,ITEM_009,5,2025-01-24T15:46:00,95.84.10.69,Russia,Moscow,I am satisfied with the quality and response time.,0
U0242,ITEM_063,5,2025-01-24T16:50:00,77.105.10.199,Serbia,Novi Sad,"Lowkey good service, especially the response time and the clean interface.",0
U0178,ITEM_069,5,2025-01-24T20:55:00,176.59.20.45,Russia,Kazan,"Lowkey good service, especially the response time and the clean interface.",0
U0199,ITEM_029,4,2025-01-24T20:56:00,188.2.201.231,Serbia,Novi Sad,"Lowkey good service, especially the response time and the clean interface.",0
U0130,ITEM_030,4,2025-01-24T23:46:00,91.203.17.58,Germany,Berlin,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0254,ITEM_025,4,2025-01-25T00:35:00,188.162.44.191,Russia,Kazan,"Normal experience overall: the payment went through, and the service matched the description.",0
U0132,ITEM_009,4,2025-01-25T02:46:00,176.59.20.128,Russia,Saint Petersburg,,0
U0217,ITEM_064,3,2025-01-25T03:46:00,88.255.90.4,Turkey,Ankara,"Lowkey good service, especially the response time and the clean interface.",0
U0015,ITEM_031,3,2025-01-25T04:34:00,78.189.55.222,Turkey,Izmir,,0
U0111,ITEM_046,4,2025-01-25T10:35:00,46.4.71.212,Germany,Berlin,"Support replied within an hour, and the issue was fixed without extra steps.",0
U0081,ITEM_041,4,2025-01-25T12:39:00,185.100.65.192,Kazakhstan,Shymkent,,0
U0034,ITEM_049,3,2025-01-25T14:20:00,188.2.201.157,Serbia,Belgrade,I am satisfied with the quality and response time.,0
U0182,ITEM_004,4,2025-01-25T16:27:00,188.2.201.220,Serbia,Novi Sad,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0046,ITEM_046,3,2025-01-25T17:33:00,78.189.55.38,Turkey,Ankara,The platform was convenient and saved me time.,0
U0138,ITEM_026,4,2025-01-25T21:45:00,109.245.44.199,Serbia,Novi Sad,"Good overall experience, I would use it again.",0
U0052,ITEM_039,3,2025-01-26T02:11:00,46.4.71.124,Germany,Munich,The platform was convenient and saved me time.,0
U0113,ITEM_058,3,2025-01-26T03:57:00,176.236.10.100,Turkey,Izmir,The platform was convenient and saved me time.,0
U0225,ITEM_058,3,2025-01-26T09:00:00,188.2.201.90,Serbia,Novi Sad,"The checkout flow was clear, and delivery status updates were accurate.",0
U0128,ITEM_047,5,2025-01-26T10:14:00,91.203.17.70,Germany,Berlin,Helpful support and stable performance.,0
U0166,ITEM_062,4,2025-01-26T11:13:00,176.59.20.37,Russia,Moscow,,0
U0138,ITEM_059,4,2025-01-26T14:20:00,46.4.71.112,Germany,Berlin,,0
U0074,ITEM_058,4,2025-01-26T17:16:00,185.100.65.170,Kazakhstan,Almaty,The order was processed quickly and correctly.,0
U0054,ITEM_052,5,2025-01-26T19:06:00,188.162.44.135,Russia,Kazan,Helpful support and stable performance.,0
U0008,ITEM_004,4,2025-01-26T20:02:00,46.4.71.19,Germany,Berlin,Helpful support and stable performance.,0
U0167,ITEM_028,4,2025-01-26T20:22:00,95.84.10.204,Russia,Saint Petersburg,"Pretty good service, no major complaints.",0
U0119,ITEM_048,4,2025-01-26T22:45:00,78.189.55.154,Turkey,Istanbul,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0081,ITEM_068,4,2025-01-27T03:58:00,176.59.20.200,Russia,Moscow,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0225,ITEM_005,4,2025-01-27T08:24:00,188.162.44.151,Russia,Kazan,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0031,ITEM_017,3,2025-01-27T09:24:00,185.100.65.109,Kazakhstan,Astana,"Normal experience overall: the payment went through, and the service matched the description.",0
U0236,ITEM_004,4,2025-01-27T09:41:00,188.2.201.126,Serbia,Belgrade,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0245,ITEM_061,4,2025-01-28T01:51:00,78.189.55.28,Turkey,Ankara,"Normal experience overall: the payment went through, and the service matched the description.",0
U0230,ITEM_034,5,2025-01-28T03:12:00,176.236.10.80,Turkey,Istanbul,"Pretty good service, no major complaints.",0
U0099,ITEM_013,2,2025-01-28T03:58:00,87.255.201.179,Kazakhstan,Astana,"Lowkey good service, especially the response time and the clean interface.",0
U0113,ITEM_069,3,2025-01-28T11:47:00,178.88.120.155,Kazakhstan,Almaty,"Normal experience overall: the payment went through, and the service matched the description.",0
U0005,ITEM_019,3,2025-01-28T15:53:00,77.105.10.174,Serbia,Novi Sad,"Pretty good service, no major complaints.",0
U0149,ITEM_060,5,2025-01-28T18:33:00,78.189.55.8,Turkey,Istanbul,"The checkout flow was clear, and delivery status updates were accurate.",0
U0077,ITEM_044,3,2025-01-28T19:39:00,46.4.71.33,Germany,Berlin,,0
U0166,ITEM_044,2,2025-01-28T21:27:00,91.203.17.43,Germany,Munich,Helpful support and stable performance.,0
U0142,ITEM_016,5,2025-01-29T04:29:00,176.236.10.33,Turkey,Ankara,"Normal experience overall: the payment went through, and the service matched the description.",0
U0053,ITEM_018,4,2025-01-29T04:37:00,77.105.10.7,Serbia,Novi Sad,"Lowkey good service, especially the response time and the clean interface.",0
U0115,ITEM_026,4,2025-01-29T06:17:00,188.162.44.195,Russia,Moscow,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0069,ITEM_062,4,2025-01-29T09:01:00,176.59.20.238,Russia,Kazan,Everything worked as expected and the experience was smooth.,0
U0032,ITEM_051,5,2025-01-29T17:48:00,178.88.120.189,Kazakhstan,Astana,I am satisfied with the quality and response time.,0
U0005,ITEM_044,4,2025-01-29T18:36:00,188.162.44.183,Russia,Moscow,,0
U0170,ITEM_015,4,2025-01-30T00:47:00,77.105.10.62,Serbia,Novi Sad,"Normal experience overall: the payment went through, and the service matched the description.",0
U0195,ITEM_051,3,2025-01-30T01:46:00,95.84.11.150,Russia,Kazan,"Lowkey good service, especially the response time and the clean interface.",0
U0136,ITEM_070,4,2025-01-30T02:37:00,176.236.10.147,Turkey,Izmir,The app synced my order history correctly and the confirmation email arrived instantly.,0
U0256,ITEM_052,4,2025-01-30T04:38:00,77.105.10.244,Serbia,Novi Sad,The service was reliable and easy to use.,0
U0103,ITEM_034,3,2025-01-30T07:20:00,185.100.65.138,Kazakhstan,Almaty,,0
U0119,ITEM_002,3,2025-01-30T08:22:00,188.2.201.169,Serbia,Belgrade,"Pretty good service, no major complaints.",0
U0174,ITEM_017,2,2025-01-30T09:44:00,77.105.10.204,Serbia,Belgrade,Everything worked as expected and the experience was smooth.,0
U0121,ITEM_010,4,2025-01-30T11:03:00,46.4.71.48,Germany,Munich,"The checkout flow was clear, and delivery status updates were accurate.",0
